Alquiler,Alquiler_construccion,Alquiler_terreno,Altura,Bano,Categoria,Direccion_exacta,Enviado,Localizacion,Niveles,Parking,Piscina,Piso_numero,Precio,Recamaras,Tamano_lote,Tipo_piso,Tipo_vivienda,Titulo,m2_construccion,tiempo_construccion
2000,0,0,0,3,Casas,,14/10/2020,Ciudad de Panamá,0,0,no,0,0,3,0,,,Casas en Ciudad de Panamá | Se Alquila Casa Dúplex Amoblada en Margarita Residencial Brazos Heights - EB,0,2004
1600,0,0,0,3,Casas,,14/10/2020,Altos del Chase,0,3,no,0,0,4,0,,,Casas en Altos del Chase | Alquilo casa RE cerca SENTOSA ideal oficinas $1600 69974602,0,
5500,0,0,0,6,Casas,,13/10/2020,El Dorado,0,4,no,0,0,4,0,,,Casas en El Dorado | Camino de cruces hermosa e imponente residencia c/piscina casa club $5500 69974602,0,
1500,11.53,11.53,3,3,Casas,Calle 63 Oeste El Dorado Betania Ciudad de Panama,13/10/2020,El Dorado,130,4,no,6,0,3,130,Cerámica,balcón,Casas en El Dorado | Hermosa y Moderna Casa en La Alameda 1500$,130,2003
1900,0,0,0,4.5,Casas,,13/10/2020,Costa Sur,0,2,no,0,0,4,0,,,"Casas en Costa Sur | Se Alquila Casa en Costa Sur. $ 1,900",0,
350,0,0,0,1,Casas,,13/10/2020,San Isidro,0,0,no,0,0,2,0,,,Casas en San Isidro | Alquilo,0,
1500,5.89,0,0,2.5,Casas,Versalles,13/10/2020,Ciudad de Panamá,0,2,si,0,0,3,0,,balcón,Casas en Ciudad de Panamá | Espaciosa Casa Alquiler en Exclusiva Barriada en Versalles AECC#20-12430,254.53,5
750,3.4,0,0,2,Casas,Brisas del Golf,13/10/2020,Brisas del Golf,0,2,no,0,0,3,0,Cerámica,terraza,Casas en Brisas del Golf | Alquilo cómoda casa en Brisas del Golf $750,220,
1700,0,0,0,4,Casas,,13/10/2020,Altos de Panamá,0,1,si,0,0,3,0,,,Casas en Altos de Panamá | Se alquila espaciosa y remodelada casa en Altos de Panama DB 20-12548,0,
450,3,2.14,0,1,Casas,nuevo tocumen ver mapa,13/10/2020,Tocumen,0,1,no,0,0,2,210,,terraza,Casas en Tocumen | ALQUILO CASA EN RESIDENCIAL NUEVO TOCUMEN,150,
250,0,0,0,1,Casas,,13/10/2020,Pacora,0,1,no,0,0,2,0,,,Casas en Pacora | Casa en Los jardines de Cabra,0,
1600,6.15,0,0,2,Casas,,13/10/2020,Ancón,0,2,no,0,0,3,0,,,Casas en Ancón | Alquiler Confortable Casa Familiar en Ancon DB 21-67,260,
1250,6.61,0,0,2.5,Casas,,13/10/2020,Juan Díaz,0,1,no,0,0,3,0,,,Casas en Juan Díaz | ALQUILER CASA JUAN DÍAZ,189,
1500,6.12,0,0,2,Casas,,13/10/2020,Las Cumbres,0,2,no,0,0,3,0,,,Casas en Las Cumbres | Alquiler Amplia Casa Amoblada en Princessa de Gales DB 20-12156,245,
1400,0,0,0,3,Casas,,13/10/2020,Los Angeles,0,6,no,0,0,5,0,,,Casas en Los Angeles | Alquiler amplia Casa Ideal para Uso Comercial Los Angeles DB 20-12813,0,
700,4.66,0,0,2,Casas,VILLA LUCRE SAN RAFAEL,13/10/2020,Villa Lucre,0,1,no,0,0,2,0,,terraza,"Casas en Villa Lucre | ALQUILO CASA FULL AMOBLADA, VILLA LUCRE",150,
1250,0,0,0,2,Casas,,13/10/2020,Costa Sur,0,2,no,0,0,3,0,,,Casas en Costa Sur | Alquiler espectacular Casa en Quintas de Versalles DB 21-231,0,
1200,0,0,0,3,Casas,,13/10/2020,Pueblo Nuevo,0,2,no,0,0,4,0,,,Casas en Pueblo Nuevo | Espaciosa Casa en alquiler en Villas Bonanza Pueblo Nuevo DB 21-36,0,
1150,0,0,0,3,Casas,,13/10/2020,Brisas del Golf,0,2,si,0,0,3,0,,,Casas en Brisas del Golf | Alquiler Casa Hermosa en Brisas del Golf PH Victoria DB 21-203,0,
1750,0,0,0,4,Casas,,13/10/2020,El Dorado,0,4,no,0,0,4,0,,,Casas en El Dorado | Alquilo Casa Grande. en El Dorado. 600m2. Negociable.,0,
1100,0,0,0,2.5,Casas,,13/10/2020,Ciudad de Panamá,0,2,no,0,0,3,0,,,Casas en Ciudad de Panamá | ALQUILO CASA AMUEBLADA,0,
3700,10.94,6.31,0,4.5,Casas,PROVINCIA DE PANAMÁ SECTOR COSTA DEL ESTE,13/10/2020,Costa del Este,0,2,no,0,0,4,586,Porcelanato,terraza,Casas en Costa del Este | Alquiler de casa dúplex en Costa del Este,338,2007
2000,0,0,0,6,Casas,,13/10/2020,Ciudad de Panamá,0,2,no,0,0,5,0,,,Casas en Ciudad de Panamá | ALQUILO HERMOSA CASA CON O SIN MUEBLES,0,
1100,4.63,0,0,3,Casas,,13/10/2020,La Loceria,0,2,no,0,0,4,0,,,Casas en La Loceria | Alquiler Comoda Casa con linea blanca en la Loceria DB 21-381,237.43,
3500,11.66,9.66,3,3.5,Casas,Clayton,13/10/2020,Clayton,362,4,no,0,0,3,362,Porcelanato,terraza,Casas en Clayton | Embassy Gardens.. hermosa casa en alquiler y venta MPC1854,300,14
1500,6.17,5.92,1,2.5,Casas,PH Versalles I,13/10/2020,Urbanización Don Bosco,253,2,si,0,0,3,253,Cerámica,balcón,Casas en Urbanización Don Bosco | Se alquila hermosa casa amoblada en Versalles - ID 7332,243,2009
600,0,0,0,2,Casas,Pueblo Nuevo,13/10/2020,Pueblo Nuevo,0,0,no,0,0,3,0,,,Casas en Pueblo Nuevo | Se alquila casa pequeña en Pueblo Nuevo $600,0,
1500,5.9,5.9,3,2.5,Casas,Versalles,13/10/2020,Ciudad de Panamá,254,2,si,0,0,3,254,Cerámica,,Casas en Ciudad de Panamá | Alquiler de Casa amoblada en Quintas de Versalles 254 mts2,254,2015
1100,5.85,0,0,4,Casas,,13/10/2020,Brisas del Golf,0,2,no,0,0,3,0,,,Casas en Brisas del Golf | Alquiler de Casa en Brisas del Golf PH Augusta DB 20-12017,188,
2500,10,6.25,3,2.5,Casas,Clayton,13/10/2020,Clayton,400,2,no,0,0,3,400,Madera,terraza,"Casas en Clayton | Hermosa casa en Clayton, ideal para tu familia! MPC1828",250,
3500,10,10,2,5,Casas,Juan Diaz Costa Sur,13/10/2020,Costa Sur,350,2,si,0,0,4,350,Cerámica,terraza,Casas en Costa Sur | Alquiler de Casa en Costa Sur 20-10057 ASM,350,2016
1050,0,0,0,3,Casas,,13/10/2020,Condado del Rey,0,2,no,0,0,4,0,,,Casas en Condado del Rey | Alquiler cómoda e iluminada casa tipo duplex Condado del Rey DB 20-12565,0,
5500,8.05,8.05,2,5,Casas,Juan Diaz Costa del Este,13/10/2020,Costa del Este,683,2,no,0,0,4,683,Cerámica,terraza,Casas en Costa del Este | Alquiler de Casa en Costa del Este 20-11423 ASM,683,2001
2200,6.26,6.26,2,5,Casas,Juan Diaz Costa Sur,13/10/2020,Costa Sur,351,3,si,0,0,4,351,Cerámica,terraza,Casas en Costa Sur | Alquiler de Casa en Costa Sur 20-9195 ASM,351,2009
400,0,0,0,1,Casas,,13/10/2020,Paraiso,0,1,no,0,0,2,0,,,Casas en Paraiso | Alquiler en Villa Guadalupe con opción de compra. a partir de diciembre.,0,
1900,0,0,0,4,Casas,COSTA SUR RESIDENCIAL EL DORAL,13/10/2020,Costa del Este,0,3,si,0,0,5,0,,,Casas en Costa del Este | ALQUILO BELLA CASA LINEA BLANCA 4REC COSTA SUR,0,
3000,0,0,0,5,Casas,,13/10/2020,El Dorado,0,2,no,0,0,7,0,,,Casas en El Dorado | D 153 ESPECTACULAR CASA CON VISTA A TODA LA CIUDAD 7 CUARTOS 1200 MTS,0,
2700,9.31,5.74,0,2,Casas,Chanis,13/10/2020,Chanis,0,2,no,0,0,7,470,Cerámica,terraza,Casas en Chanis | Alquiler de Casa comercial o Residencial en Chanis,290,
2000,10.81,10.81,0,2,Casas,Ph Destiny,13/10/2020,Avenida Balboa,185,1,si,0,0,2,185,,balcón,Casas en Avenida Balboa | Alquilo apartamento en Avenida balboa Ph Destiny 20-2131,185,2007
2500,9.46,8.44,2.7,3.5,Casas,"Palmeras del Este, Costa del Este",13/10/2020,Costa del Este,296,2,no,0,0,3,296,Otro,,Casas en Costa del Este | CASA / PALMERAS DEL ESTE - COSTA DEL ESTE / ALQUILER,264,2010
1700,6.69,0,0,4.5,Casas,,13/10/2020,Costa Sur,,2,si,0,0,3,0,Porcelanato,terraza,Casas en Costa Sur | Alquilo Casa en Costa Sur Village 20-12576PM,254,
3850,9.14,0,0,3.5,Casas,,13/10/2020,Clayton,,2,si,0,0,4,0,Cerámica,terraza,Casas en Clayton | Alquilo Casa en Clayton 20-12143PM,421,
3900,6.68,0,0,4.5,Casas,,13/10/2020,Costa del Este,,4,si,0,0,4,0,Cerámica,terraza,Casas en Costa del Este | Alquiler de Casa con Piscina en Costa del Este 20-12064PM,583,19
5500,8.05,5.47,0,4,Casas,,13/10/2020,Costa del Este,1004,2,no,0,0,4,1004,Cerámica,balcón,Casas en Costa del Este | Alquiler de Casa en Costa del Este 20-11423PM,683,19
750,0,0,0,2,Casas,,13/10/2020,El Crisol,0,2,no,0,0,3,0,,,Casas en El Crisol | SE ALQUILA CASA AMPLIA EL CRISOL,0,
3000,11.76,11.76,6,4,Casas,Albrook,13/10/2020,Albrook,255,10,no,0,0,5,255,Cerámica,,Casas en Albrook | Casa en alquiler en Albrook ORR 21-109,255,1998
1250,0,0,0,2.5,Casas,,13/10/2020,Parque Lefevre,0,2,no,0,0,3,0,,,"Casas en Parque Lefevre | ALQUILO CASA AMOBLADA EN QUINTAS DE VERSALLES, JUAN DIAZ ID 9621",0,
1100,0,0,0,4,Casas,,13/10/2020,Las Cumbres,0,2,no,0,0,3,0,,,Casas en Las Cumbres | Casa En Alquiler Las Cumbres DCD 21-342,0,
570,0,0,0,2,Casas,,13/10/2020,Vía Tocumen,0,1,no,0,0,3,0,,,Casas en Vía Tocumen | CASA EN ALQUILER 3 RECAMARAS / FRENTE AL HOSP DE LA 24 DE DIC,0,
750,0,0,0,3,Casas,EL CRISOL,13/10/2020,El Crisol,0,5,no,0,0,4,0,,,Casas en El Crisol | PRECIOSA CASA EN EL CRISOL.,0,
2200,7.16,7.16,3.5,4,Casas,Costa Sur,13/10/2020,Costa Sur,307,2,si,0,0,3,307,Cerámica,balcón,Casas en Costa Sur | Alquiler Espectacular Casa Costa Sur CUR 20-8722,307,2012
2500,7.16,7.16,3.5,3.5,Casas,Costa Sur,13/10/2020,Costa Sur,349,2,si,0,0,4,349,Cerámica,balcón,Casas en Costa Sur | Alquiler Hermosa Casa Costa Sur CUR 20-12796,349,2010
1400,5.03,2.07,0,3.5,Casas,Ancón - Cardenas,12/10/2020,Cardenas,676,2,no,0,0,4,676,Cerámica,terraza,"Casas en Cardenas | Alquilo duplex en Cárdenas 4 recamaras en $1,400.00",278,
1100,4.63,0,0,3,Casas,La Loceria,12/10/2020,La Loceria,0,2,no,0,0,4,0,,terraza,Casas en La Loceria | Cómoda Casa Alquiler con Linea Blanca y A/A en La Loceria AECC#21-381,237.43,20
6700,0,0,0,5,Casas,,12/10/2020,Clayton,0,4,no,0,0,4,0,,,Casas en Clayton | Alquilo Casa Grande en Los Senderos. Clayton. 523m2. Negoci.,0,
245,0,0,0,1,Casas,,12/10/2020,Ciudad Radial,0,0,no,0,0,2,0,,,Casas en Ciudad Radial | Se Alquila Casa en Juan Diaz,0,
900,5.29,3,0,2,Casas,,12/10/2020,Brisas del Golf,300,2,no,0,0,3,300,,terraza,Casas en Brisas del Golf | HSE-085 RESIDENCIA EN ALQUILER – BRISAS DEL GOLF!!!,170,
2000,6.09,6.09,6,3.5,Casas,Costa Sur,12/10/2020,Costa Sur,328,3,si,0,0,4,328,Mármol,,Casas en Costa Sur | Casa en alquiler en Costa Sur ORR 20-12155,328,2012
1600,1,1,3,2.5,Casas,Ancón,12/10/2020,Ancón,1600,2,no,0,0,3,1600,Cerámica,,Casas en Ancón | Casa en alquiler en Ancon ORR 21-67,1600,2007
2000,6.09,6.09,3,4,Casas,COSTA SUR,12/10/2020,Juan Díaz,328,3,si,0,0,4,328,Cerámica,terraza,Casas en Juan Díaz | Espectacular casa en alquiler en Costa Sur Panamá TB,328,8
2100,0,0,0,3.5,Casas,,12/10/2020,Costa del Este,0,2,no,0,0,3,0,,,"Casas en Costa del Este | ALQUILO CASA EN COSTA DEL ESTE, COSTA BAY, DUPLEX 250m2 3REC $2,100",0,
1100,4.4,3.66,290,2,Casas,los Angeles cerca al Novy,12/10/2020,Los Angeles,300,2,no,0,0,3,300,Cerámica,,Casas en Los Angeles | alquilo casa los Angeles 3 recamaras 2 baños ID-A 513,250,20
2500,0,0,0,3,Casas,,12/10/2020,Costa del Este,0,2,no,0,0,4,0,,,Casas en Costa del Este | Casa en Alquiler - Palmeras del Este - Costa del Este (BO),0,
1100,5.85,5.85,3,3.5,Casas,Brisas del Golf,12/10/2020,Brisas del Golf,188,2,si,0,0,3,188,Porcelanato,,Casas en Brisas del Golf | A12017GRR Casa Alquiler Brisas del Golf,188,4
800,0,2.95,0,2,Casas,,12/10/2020,Parque Lefevre,0,1,no,0,0,3,271,,balcón,Casas en Parque Lefevre | Se Alquila Casa en Parque Lefevre,0,1978
800,0,0,0,3,Casas,,12/10/2020,San Antonio,0,2,no,0,0,3,0,,,Casas en San Antonio | Alquiler casa amoblada y linea blanca,0,
1700,6.69,6.69,9,4.5,Casas,Costa Sur,12/10/2020,Costa Sur,254,2,si,0,0,3,254,Porcelanato,,Casas en Costa Sur | Casa en alquiler en Costa Sur 20-12576 MMC,254,4
3800,11.51,9.45,0,3.5,Casas,Embassy Club,12/10/2020,Clayton,0,2,no,0,0,3,401.86,,,"Casas en Clayton | Alquiler Casa Embassy Club, Ideal para Nueva Normalidad en Familia",330,
1500,0,0,0,3,Casas,,12/10/2020,La Alameda,0,4,no,0,0,3,0,,,Casas en La Alameda | LA ALAMEDA BELLISIMA RESIDENCIA SEMI AMOBLADA AMPLIA CENTRICA,0,
2200,6.87,0,0,4.5,Casas,COSTA SUR PH COSTA ESMERALDA a 5 min del Aeropuerto del Tocumen,12/10/2020,Costa Sur,,4,no,0,0,4,0,Porcelanato,terraza,Casas en Costa Sur | ALQUILO CASA MODELO SPACCATO COSTA ESMERALDA COSTA SUR (AS),320,
750,0,0,0,2,Casas,,12/10/2020,Villa Lucre,0,2,no,0,0,3,0,,terraza,Casas en Villa Lucre | SE ALQUILA CASA EN VILLA LUCRE,0,
2200,6.3,6.3,3,4,Casas,costa sur,12/10/2020,Costa Sur,349,4,no,1,0,3,349,Otro,,Casas en Costa Sur | Se alquila casa en Susent Coast Costa Sur,349,2015
4200,14,14,3,4,Casas,Clayton,12/10/2020,Clayton,300,4,no,0,0,3,300,Madera,terraza,"Casas en Clayton | HERMOSA Y ACOGEDORA CASA EN EMBASSY GARDENS, PS1721",300,NA
1100,4.64,4.64,3,3,Casas,la loceria,12/10/2020,La Loceria,237,2,no,2,0,4,237,Otro,,Casas en La Loceria | Se alquila casa en casa La Locería La Locería,237,2000
4500,10.81,7.5,3,4,Casas,Clayton,12/10/2020,Clayton,600,4,si,0,0,4,600,Porcelanato,terraza,Casas en Clayton | ESPECTACULAR CASA EN SENDEROS DE CAMINO DE CRUCES! PS1735,416,NA
2000,5.89,5.89,2.9,5,Casas,Residencial el Doral,12/10/2020,Costa Sur,339,2,si,0,0,4,339,Mármol,terraza,Casas en Costa Sur | Alquiler de Casa en el Residencial el Doral linea blanca,339,2015
1900,0,0,0,3.5,Casas,,12/10/2020,Costa Sur,0,4,no,0,0,3,0,,,Casas en Costa Sur | Hermosa casa en Costa Esmeralda,0,
1250,6.61,0,0,2.5,Casas,,12/10/2020,Juan Díaz,0,1,si,0,0,3,0,,,Casas en Juan Díaz | ALQUILER CASA JUAN DÍAZ,189,
1250,10.41,3.57,0,3,Casas,"El dorado, el chase",12/10/2020,El Dorado,0,2,no,0,0,3,350,Cerámica,terraza,Casas en El Dorado | Alquilo centrica casa semi amoblado en el dorado en $1250 ID:JC,120,
4500,0,10.58,0,3,Casas,,12/10/2020,Clayton,0,2,no,2,0,3,425,,,Casas en Clayton | CAMINO DE CRUCES / 3 HAB / LINEA BLANCA,0,
3500,0,0,0,3.5,Casas,,11/10/2020,San Francisco,0,10,no,0,0,4,0,,,"Casas en San Francisco | SAN FRANCISCO,CASA,A/A,970MTS,USO COMERCIAL,CERCA VIA PORRAS,",0,
2750,0,0,0,4,Casas,,11/10/2020,Hato Pintado,0,4,no,0,0,3,0,,,"Casas en Hato Pintado | MTRE-EM 67 ALQUILO HERMOSA CASA DE 3 PISOS EN HATO PINTADO A SOLO B/ 2,750.00",0,
350,0,0,0,1,Casas,,11/10/2020,Pacora,0,1,no,0,0,2,0,,,Casas en Pacora | Se alquila casa en Santa Isabel 350,0,
2200,6.26,5.22,7,5,Casas,"Costa sur, Corredor sur salida cuidad radial",11/10/2020,Costa Sur,421,4,si,0,0,5,421,Porcelanato,terraza,"Casas en Costa Sur | CASA EL DORAL - COSTA SUR – LINEA BLANCA $2,200.00",351,2011
4300,5.98,5.98,3,5,Casas,,11/10/2020,Albrook,718,3,si,0,0,4,718,Cerámica,balcón,Casas en Albrook | Se Alquila Amplia y Bonita casa en Albrook 4300$,718,18
1600,6.15,0,3,2.5,Casas,Calle Henry Clayton Ciudad de Panama,11/10/2020,Clayton,,2,no,1,0,3,0,Madera,terraza,Casas en Clayton | Se Alquila hermosa casa en Clayton 1600$,260,2012
1000,5.55,3.33,180,2,Casas,Gamboa.,11/10/2020,Gamboa,300,3,no,0,0,3,300,Cerámica,terraza,"Casas en Gamboa | ALQUILO CASA EN GAMBOA, AMOBLADA, 3 RECAMARAS, DOS NIVELES.",180,20
350,0,0,0,1,Casas,,11/10/2020,Tocumen,0,2,no,0,0,2,0,,,Casas en Tocumen | Se alquila,0,
1500,0,5.26,0,3,Casas,"Versalles I, Avenida Costanera",11/10/2020,Costa Sur,285,2,si,0,0,3,285,Cerámica,terraza,Casas en Costa Sur | ALQUILER DE CASA EN VERSALLES. AJR 21-153,0,2010
300,0,0,0,1,Casas,,11/10/2020,Nuevo Tocumen,0,1,no,0,0,2,0,,,Casas en Nuevo Tocumen | Alquiler de casa,0,
350,0,0,0,1,Casas,,11/10/2020,Nuevo Tocumen,0,2,no,0,0,2,0,,,Casas en Nuevo Tocumen | Casa en alquiler nuevo Tocumen,0,
3800,9.31,6.82,0,3.5,Casas,Santa María,11/10/2020,Santa María,557,4,no,0,0,3,557,Porcelanato,terraza,Casas en Santa María | ALQUILER CASA SANTA MARIA IMPECABLE CON LINEA BLANCA CB,408,
3000,0,0,0,4.5,Casas,,11/10/2020,Juan Díaz,0,4,no,0,0,4,0,,,Casas en Juan Díaz | Alquilo espectacular casa con piscina en Costa Sur,0,
2200,6.26,6.26,3,5,Casas,Costa Sur,10/10/2020,Costa Sur,351,3,si,0,0,4,351,Cerámica,,Casas en Costa Sur | ALQUILER DE CASA EN COSTA SUR. AJR 20-9195,351,2009
2500,16.66,8.33,3,2.5,Casas,Calle Alemania Diablo Ancon Ciudad de Panama,10/10/2020,Diablo,300,2,si,1,0,3,300,Porcelanato,terraza,Casas en Diablo | Alquilo casa Diablo amoblada todo incluido,150,2012
2000,6.09,6.09,3,4,Casas,Costa sur,10/10/2020,Costa Sur,0,3,si,0,0,4,328,Mármol,,Casas en Costa Sur | Casa en alquiler en Costa Sur Panama TB,328,8
350,0,0,0,1,Casas,,10/10/2020,Vía Tocumen,0,3,no,0,0,2,0,,,Casas en Vía Tocumen | Se renta casa en dos rios tocumen cerca del machetazo de tocumen,0,
1600,10.66,5.33,3,2.5,Casas,Calle Davis Clayton Ancon Ciudad de Panama,10/10/2020,Clayton,300,2,no,1,0,3,300,Cerámica,balcón,Casas en Clayton | Melissa Foster rents house in Clayton,150,2011
1780,8.43,8.43,3,2.5,Casas,Clayton,10/10/2020,Clayton,0,2,no,0,0,3,211,Otro,,Casas en Clayton | A11078GRR Casa Alquiler Clayton,211,19
1600,6.29,6.29,3,2.5,Casas,Versalles,10/10/2020,Juan Díaz,254,2,si,0,0,3,254,Laminado,,Casas en Juan Díaz | A12430GRR Casa Alquiler Versalles,254,5
1500,5.26,5.26,3,3.5,Casas,Versalles,10/10/2020,Juan Díaz,285,2,si,0,0,3,285,Cerámica,,Casas en Juan Díaz | A153GRR Casa Alquiler Versalles,285,10
1500,6.17,6.17,3,2.5,Casas,Condado del Rey,10/10/2020,Condado del Rey,0,2,no,0,0,4,243,Cerámica,,Casas en Condado del Rey | A9711GRR Casa Alquiler Condado del Rey,243,15
1400,2.81,2.81,3,3,Casas,Los Angeles,10/10/2020,Los Angeles,0,6,no,0,0,5,497,Otro,,Casas en Los Angeles | A12813GRR Casa Alquiler Los Angeles,497,21
1250,6.79,6.79,4,2.5,Casas,Versalles,10/10/2020,Ciudad Radial,184,2,si,0,0,3,184,Cerámica,terraza,Casas en Ciudad Radial | Estupenda casa en alquiler con amplia terraza en conjunto cerrado Cl-321,184,2010
1250,7.96,6.64,3,4.5,Casas,Brisas del Golf,10/10/2020,Brisas del Golf,0,2,no,0,0,3,188,Otro,,Casas en Brisas del Golf | A11217GRR Casa Alquiler Brisas del Golf,157,3
1500,0,4.54,0,3,Casas,,10/10/2020,Ancón,0,2,no,0,0,3,330,Cerámica,,Casas en Ancón | Alquiler de casa en Ancón OLLU2838,0,
400,0,0,0,1,Casas,,10/10/2020,Victoriano Lorenzo,0,1,no,0,0,2,0,,,Casas en Victoriano Lorenzo | Se alquila casa,0,
1500,7.5,7.5,3,3,Casas,Calle Diablo Balboa Ancon Ciudad de Panama,10/10/2020,Balboa,200,2,no,1,0,4,200,Cerámica,balcón,Casas en Balboa | Akquilo casa 4 recamaras la.boca,200,2011
450,0,0,0,2,Casas,NUEVO TOCUMEN,10/10/2020,Nuevo Tocumen,0,2,no,0,0,2,0,,,Casas en Nuevo Tocumen | ESPECTACULAR Y CÓMODA CASA EN ALTOS DEL ÁNGEL - NUEVO TOCUMEN.,0,
350,2.33,0,0,1,Casas,LA SIESTA TOCUMEN,10/10/2020,Tocumen,0,1,no,0,0,2,0,,,Casas en Tocumen | HERMOSA CASA EN URBANIZACIÓN LA SIESTA CALLE DONOSO - TOCUMEN.,150,
3503,0,0,0,1,Casas,,10/10/2020,Pacora,0,1,no,0,0,2,0,,,Casas en Pacora | Alquilo casa Santa Isabel 350,0,
1400,7,7,3,3,Casas,Calle Diablo Balboa Ancon Ciudad de Panama,10/10/2020,Balboa,200,2,no,1,0,4,200,Cerámica,terraza,Casas en Balboa | Melissa Foster Alquila casa y ofocina en Balboa 1400$,200,2007
1250,0,0,0,3.5,Casas,,10/10/2020,Betania,0,2,no,0,0,3,0,,,"Casas en Betania | ALQUILO CASA EN CONDADO DEL REY, DORADO LAKE 225m2 3REC $1,250",0,
1150,6.11,6.11,3,3.5,Casas,Brisas del Golf,10/10/2020,Brisas del Golf,188,2,no,0,0,3,188,Cerámica,,Casas en Brisas del Golf | D203GRR Casa Alquiler Brisas del Golf,188,4
1000,4,3.33,3,2,Casas,Betania,10/10/2020,Betania,300,1,no,0,0,3,300,Cerámica,,Casas en Betania | A12253GRR Casa Alquiler Betania,250,35
850,5.12,5.12,3,2.5,Casas,Las Cumbres,10/10/2020,Las Cumbres,0,1,no,0,0,3,166,Cerámica,,Casas en Las Cumbres | A11779GRR Casa Alquiler Las Cumbres,166,15
1450,0,0.8,0,3,Casas,,10/10/2020,Clayton,0,2,no,2,0,3,1800,,,Casas en Clayton | CLAYTON / CASA / 3 HABITACIONES / 2 BAÑ,0,
2000,0,2.22,0,3,Casas,,10/10/2020,Betania,0,0,no,0,0,4,900,Cerámica,,Casas en Betania | SE ALQUILA CASA EN BETHANIA / 4 HAB 3 BAÑS / 900m2,0,
3900,0,9.06,0,4,Casas,,10/10/2020,Clayton,0,2,si,0,0,4,430,Cerámica,,Casas en Clayton | CASA CON PISCINA EN CLAYTON VILLAGE / 4 HAB 3.5 BAÑS,0,
1500,0,3.94,0,3,Casas,,10/10/2020,Betania,0,3,no,0,0,7,380,,,"Casas en Betania | ALQUILO CASA GRANDE, LAS MERCEDES - EL DORADO",0,
4500,0,5.73,0,4,Casas,,10/10/2020,Clayton,0,2,no,0,0,5,785,,,"Casas en Clayton | Alquiler Casa Calle Croft, Clayton",0,
1650,0,6.17,0,2,Casas,,10/10/2020,Juan Díaz,0,2,no,0,0,3,267,,,Casas en Juan Díaz | Se Alquila Casa En Juan DIaz Amueblada,0,
1000,0,0,0,3,Casas,,09/10/2020,Las Cumbres,0,2,no,0,0,4,0,,,Casas en Las Cumbres | ALQUILO HERMOSA CASA,0,
1600,7.58,7.58,3.2,2,Casas,Clayton,09/10/2020,Clayton,211,3,no,1,0,3,211,Porcelanato,terraza,Casas en Clayton | Alquilo Casa en Clayton YCH,211,2015
300,0,0,0,1,Casas,,09/10/2020,Panamá Provincia,0,2,no,0,0,2,0,,,Casas en Panamá Provincia | Se alquila casa en nuevo tocumen,0,
2950,6.7,0,0,4.5,Casas,Obarrio,09/10/2020,Obarrio,0,4,si,0,0,3,0,Cerámica,,Casas en Obarrio | Casa Alquiler Ideal Para Comercio o Vivienda en Corazón de Obarrio AECC#21-359,440,20
400,0,0,0,1,Casas,,09/10/2020,Pedregal,0,1,no,0,0,3,0,Cerámica,terraza,Casas en Pedregal | ALQUILO CASA GRANDE EN PEDREGAL VILLALOBOS,0,
4100,10.04,0,0,3.5,Casas,SANTA MARIA THE GROVE,09/10/2020,Santa María,0,4,no,0,0,3,0,,balcón,Casas en Santa María | CASA A ESTRENAR EN SANTA MARIA 3 REC VISTA AL LAGO 408M2,408,
3800,9.31,9.31,6,4,Casas,Santa Maria,09/10/2020,Santa María,408,4,no,0,0,3,408,Porcelanato,,Casas en Santa María | Alquiler de Casa en Santa María The Grove 408 mts2,408,2019
1750,6.91,0,0,3.5,Casas,Versalles,09/10/2020,Ciudad de Panamá,0,2,si,0,0,3,0,Cerámica,balcón,Casas en Ciudad de Panamá | Casa Alquiler Modelo Lyon 2 Niveles en Versalles AECC#20-6177,253,10
9000,16,0,0,7,Casas,Fairway Estates,09/10/2020,Santa María,0,3,no,0,0,5,0,,terraza,Casas en Santa María | CASA AMOBLADA ALQUILER/VENTA EN SANTA MARIA GOLF AND COUNTRY CLUB,562.33,
8500,12.37,0,0,6,Casas,"Santa maria, costa del este",09/10/2020,Santa María,0,5,no,0,0,5,0,,terraza,Casas en Santa María | CASA HERMOSA EN SANTA MARIA COSTA DEL ESTE 687M2,687,
6500,11.3,0,0,4,Casas,ROYAL PACIFIC COSTA DEL ESTE,09/10/2020,Costa del Este,0,2,no,0,0,5,0,,terraza,Casas en Costa del Este | CASA EN URBANIZACIÓN EXCLUSIVA DE COSTA DEL ESTE 1004M2,575,
6500,7.73,0,0,4,Casas,COSTA DEL ESTE,09/10/2020,Costa del Este,0,3,si,0,0,4,0,,terraza,Casas en Costa del Este | CASA AMOBLADA 4REC DE LUJO CON PISCINA COSTA DEL ESTE 840M2,840,
1750,0,0,2,4,Casas,El Dorado,09/10/2020,El Dorado,,3,no,0,0,4,0,Granito,terraza,Casas en El Dorado | Amplia casa con excelente ubicación en EL DORADO MPC1866,0,
4500,7.89,0,0,6,Casas,COSTA DEL ESTE,09/10/2020,Costa del Este,0,4,no,0,0,4,0,,terraza,Casas en Costa del Este | CASA AMOBLADA CON LINEA BLANCA EN COSTA DEL ESTE 860M2,570,
6000,9.6,0,0,4,Casas,PERLAS COSTA DEL ESTE,09/10/2020,Costa del Este,0,2,si,0,0,4,0,,terraza,Casas en Costa del Este | CASA PERFECTA DE 4REC CON PISCINA EN COSTA DEL ESTE 625M2,625,
